es_term,en_term
sacudidas,jerk
subsultus,Subsultus
tendinum,Subsultus
osteoblástica,Osteoblast
hiperosteoidosis,Hyperosteoidosis
endóstica,Endosteal
endocondral,Cartilaginous
intramembranosa,Intramembranous
osteoclástica,Osteoclastic
crepitación,Stertor
mobilización,Joint
resistido,Resisted
adson,Adson
spurling,Spurling
braquialgia,Brachialgia
cervicobraquialgia,CERVICOBRACHALGIA
beevor,Beevor
sacacorchos,Corkscrewing
lasègue,Lasegue
lasegue,Lasegue
laségue,Lasegue
step-off,Step-off
bowstringing,bowstring
timbre,Doorbell
fjersztajn,Fajersztajn
milgram,Milgram
paravertebral,Paravertebral
gaenslen,Gaenslen
xifodinia,Xiphodynia
aprehensión,apprehension
dawbarn,Dawbarn
colisión,Collision
ludington,Ludington
popeye,Popeye
omalgia,Omalgia
escapulalgia,Scapulalgia
escapulodinia,Scapulalgia
resorte,Grating
chirriante,Grating
yergason,Yergason
allen,Allen
carpoptosia,Drop hand
carpoptosis,Drop hand
finkelstein,finkelstein
ordeño,Milking
schamroth,Schamroth
deambulación,Gait
arrastre,Shuffled
atetósica,Athetotic
titubeo,Titubation
[d]titubeo,Titubation
ebrio,Swaying
festinación,Festination
festinante,Festination
ebria,Reeling
guadaña,Hemiplegic
hemipléjica,Hemiplegic
arrastrada,Drag-to
balanceante,Swing-through
listerosis,circling
bryant,Bryant
pigalgia,Pygalgia
clown,Clown's
payaso,Clown
erichsen,Erichsen
trendelenburg,Gluteal
allis,Allis
galeazzi,Allis
ortolani,Ortolani
fabere,Fabere
patrick,Fabere
tensora,Varus
cajón,Drawer
apley,Apley
teatro,Theater
gonalgia,Gonalgia
lachman,Lachman
losee,Losee
mcmurray,McMurray
steinman,Steinman
aquilodinia,Achillodynia
talar,Talar
dorsiflexión,FOOT
ardientes,burn
talón-punta,Tandem
talalgia,Talalgia
homans,homan
carpopedal,Carpopedal
simmonds,squeeze
[d]metatarso,Intoe
eupnea,Eupnea
espiración,Expired
exhalación,Expired
"disnea,","Dyspnea,"
posprandial,PC
postprandial,Dyspnea
atáxica,Ataxic
meningítica,Ataxic
histéresis,Pulmonary
crepitantes,Inspiratory
inspiratorios,Inspiratory
inspiratorio,Inspiratory
haldane,Haldane
taquipnea,Polypnea
bradipnea,Bradypnea
apneusia,Apneusis
apneusis,Apneusis
apnéustica,Apneusis
estertor,Stertorous
agónico,Stertorous
estertorosa,Stertorous
salvas,Short-cycle
accesos,Short-cycle
kussmaul,Air
broncovesicular,Bronchovesicular
broncovesiculares,Bronchovesicular
rudos,Harsh
anfórica,Amphoric
cavernosa,Amphoric
anfóricos,Amphoric
sibilantes,Sibilant
sonoros,Sonorous
sonoro,Sonorous
broncofonía,Bronchophony
pectoriloquia,Whispered
áfona,Whispered
susurrada,Whispered
susurrante,Whispered
egofonía,Egophony
tubulares,bronchial
sibilancias,Inspiratory
inspiratorias,Inspiratory
expiratoria,expiratory
espiratorias,expiratory
hipersonoridad,Hyperresonance
hiperresonancia,Hyperresonance
hiperresonante,Hyper-resonant
frémito,fremitus
tusígeno,Tussive
rónquico,Rhonchal
matinal,Early
sequedad,Dry
ventilatorio,Ventilatory
ventilatoria,Ventilatory
aereación,oxygenation
aireación,oxygenation
hipóxico,Blunted
despuntado,Blunted
accionamiento,Blunted
electrofrénica,Electrophrenic
ventilatorias,Regional
desigual,Unequal
pendelluft,Pendelluft
volúmenes,Lung
mínimo,Minimal
cvef,FEVC
vrp,RLV
cvr,RVC
vcr,RTV
alveolocapilar,Decreased
conductoras,Conducting
promedio,MMEF
poiseuille,Poiseuille
turbulento,Turbulent
transmural,Transmural
estática,Static
p>st<,P
p<sub>st</sub>,P
p<sub>st,P
(w)</sub>,P
distensibilidad,Decreased
espiratoria,Expiratory
quimiorreceptor,Chemoreceptor
desinsuflación,Deflation
tusivo,Cough
posanestesia,Postanesthesia
postanestesia,Postanesthesia
tónico,Diaphragmatic
excursión,Diaphragmatic
normovolemia,Normovolemia
exanguinación,Exsanguination
latido,Pulse
pulsus,Kussmaul
paradoxus,Kussmaul
trigeminia,Trigeminy
bífero,Double
mitra,Double
bisferiens,Double
pistón,4+
colapsante,4+
perdidos,beat
saltados,beat
abrupto,Abrupt
lábil,Labile
[d]pulso,Weak
pedal,Abnormal
discinesis,Cardiac
aquinesia,Cardiac
asinergia,Asynergia
telediastólico,Cardiac
embriocardia,Embryocardia
galope,Gallop rhythm
sinoauricular,Normal
nodal,Nodal
sinoventricular,Sinoventricular
recíproco,Reciprocal
pansistólico,Pansystolic
holosistólico,Pansystolic
mesosistólico,Midsystolic
telesistólico,Late
protosistólico,Late
diastólico,Diastolic
prediastólico,Early
protodiastólico,Early
mesodiastólico,Middiastolic
presistólico,Early
thrill,thrill
[d]matidez,Increased
crujido,Mediastinal
knock,Pericardial
chasquido,popped
rolido,Diastolic
decreciente,Decrescendo
pleuropericárdico,Pleuropericardial
oprimido,Tight
opresión,Oppression
anteroseptal,ECG:
electrocardiograma:,ECG:
hallazgos,Miscellaneous
electrocardiográficos,Miscellaneous
diversos,Miscellaneous
anómalo,Abnormal
hipostasis,Hypostasis
relleno,Filler
llenado,Normal
vasomotriz,Vasomotor
plétora,Plethora
epidermopoyesis,Epidermopoiesis
epidermopoiesis,Epidermopoiesis
queretinización,Increased
queratinocítica,Decreased
descamación,peel
melanocítica,Melanocyte
líquida,Subepidermal
intraepidérmica,Intraepidermal
sudoroso,Sweaty
hidromeiosis,Hidromeiosis
disebacia,Dyssebacea
hiposecreción,Decreased
incrementado,Increased
enrollamiento,Skin
hendida,Omega
veraguth,Veraguth
maladigestión,Maldigestion
estimulado,polyphagia
hiporexia,Hyporexia
inapetencia,Hyporexia
gargarizar,Gargling
comilona,Occasional overeating
feeding,Poor
problem,Poor
"alimentario,",Poor
hiperperistaltismo,Hyperperistalsis
[d]hiperperistaltismo,Hyperperistalsis
hipoperistaltismo,Hypoperistalsis
antiperistaltismo,Reversed peristalsis
geofagia,Geophagy
calasia,Chalasia
calasis,Chalasia
[d]dolor,ABDOMEN
epigastralgia,Epigastralgia
oxiestesia,Abdominal
cementogénesis,Cementogenesis
cementificación,Cementogenesis
distoclusión,Posteroclusion
mesioclusión,Mesio-occlusion
mesiooclusión,Mesio-occlusion
mesial,Median
rechinar,teeth
castañeteo,teeth
expectoración,spit
gorgoteo,Gurgling
gorgoriteo,Gurgling
aglutición,Aglutition
"deglución,","Swallowing,"
impacción,Impaction
impactación,Impaction
gastroilíaco,Gastroileal
hipergastrinemia,Hypergastrinemia
plenitud,Fullness
antirreflujo,Anti-reflux
enterogástrico,Enterogastric
tonicidad,Gastric
hipertonicidad,Hypertonicity
disritmia,Gastric
biliosos,bile
autoinducido,Making
subrepticio,Concealed
basca,retch
violentas,Violent
rumiación,Disease of ruminant stomach
intestinointestinal,Intestino-intestinal
luminal,Intestinal
enterocitaria,Enterocyte
enterocitario,Enterocyte
hidroelectrolítica,Intestinal
discordante,Deranged
interdigestiva,Interdigestive
interdigestivo,Interdigestive
borborigmo,Borborygmi
borborigmos,abdominal noise
ausentes,bowel
aclorídrica,Overflow
defecar,Straining
rectosigmoide,Entire rectosigmoid
hiperactiva,Hyperactive
pálidas,Pale
voluminosas,Large
[d]heces,Large
abundante,Large
tenesmo,Tenesmus
[d]tenesmo,Tenesmus
incondicional,Unconditioned
lubricación,Lubrication
roger,Esophago-salivary
esofagosalival,Esophago-salivary
excretora,Excretory
detoxicación,Liver
asterixis,Asterixis
funcionante,nonfunction
hipercontráctil,Hypercontractile
rítmica,Rhythmic
turner,FLANK
antidiuresis,Antidiuresis
hipostenuria,Hyposthenuria
calicial,Renal
continencia,Maintaining continence
lordótica,Lordotic
pseudoproteinuria,False proteinuria
casual,Accidental
colicuativa,Colliquative
licuefactiva,Colliquative
enterogénica,Enterogenic
hematógena,Hemic
posrenal,Postrenal
postrenal,Postrenal
palpatoria,Palpatory
prerrenal,Prerenal
melanuria,Melanuria
neumaturia,Pneumouria
superfecundación,Superfecundation
teratogenia,teratosis
"estro,","Estrus,"
metaestro,"Estrus,"
"celo,","Estrus,"
precelo,"Estrus,"
"proestro,","Estrus,"
suprimido,suppress
estéril,Is sterile
aséptico,Sterile
aspermatogénica,Aspermatogenic
dispermatogénica,Dysspermatogenic
normoespermatogénica,Normospermatogenic
criptomenorrea,Cryptomenorrhea
menometrorragia,Menometrorrhagia
menosquesis,Menoschesis
xenomenia,Xenomenia
menoplania,Xenomenia
atopomenorrea,Xenomenia
enteromenia,Enteromenia
gastromenia,Gastromenia
helcomenia,Helcomenia
mielomenia,Myelomenia
menouria,Menouria
mastomenia,Mastomenia
proctomenia,Proctomenia
estomatomenia,Stomatomenia
premenstrual,Premenstrual
menofania,Menophania
menolipsis,Menolipsis
menosepsis,Menosepsis
premenopáusico,Premenopausal
retrasada,Delayed
espermiogenia,Spermiogenesis
espermiogénesis,Spermiogenesis
semenorrea,semen leak
espermatorrea,semen leak
espermatosquesis,Spermatoschesis
espermatempraxis,Spermatemphraxis
necrospermia,Necrospermia
andropausia,Andropause
extramniótico,Extraamniotic
exocorial,Extrachorial
extracorial,Extrachorial
gestas:,Gravida
nuligrávida,Nulli gravida
previos:,Gravida
gesta,Gravida
grávida,Gravida
tercigesta,Previous pregnancies 3
cuatrigesta,Gravida 4
quintigesta,Gravida 5
sextigesta,Previous pregnancies 6
septigesta,Previous pregnancies 7
octigesta,Previous pregnancies 8
"puerperio,",Postpartum
semana,wk
semanas,Postpartum
mediato,Mid
eutocia,Eutocia
interrupción,arrest
reternido,Missed
frustrado,Missed
consumado,Abortion
ningún,None
previos,Aborta
tumultuosa,Tumultuous
forzada,Forced
intramiometrial,Intramyometrial
"cervical,",Cervical
borramiento,cervix
expulsión,Expulsion
"espontáneo,",Spontaneous
sinclitismo,Synclitism
paralelismo,Synclitism
asinclitismo,Asynclitism
chaussier,Chaussier
halban,Halban
ahlfeld,Ahlfeld
auscultatorio,Auscultatory
goodell,Goodell
hegar,Hegar
ladin,Ladin
piskacek,Piskacek
osiander,Osiander
tarnier,Tarnier
mcclintock,McClintock
cullen,CULLEN
danforth,Danforth
kanter,Kanter
calkin,Calkin
robert,Robert
pujo,Bearing down reflex
coronamiento,Crowning
hidrorrea,Hydrorrhea
desembarazo,Fetal
desencajamiento,Fetal
lateroflexión,Lateroflexion
sobrerrotación,Fetal
restitución,Fetal
vagitus,Vagitus
hipertónico,Jittery
malpresentación,malpresentation
podálica,Flexed
franca,Frank
procidencia,Cord
intactas,Intact
sextillizos,Premature
fmr,Undelivered in utero fetal death
compactados,Compacted
compacted,Compacted
twins,Compacted
impactados,impacted
monoamnióticos,Monoamniotic
circulatoria,Placental
preocupado,Preoccupied
acenestesia,Acenesthesia
desorientado,disorient
desorientación,disorient
distractibilidad,distractible
falta,Nonpersistence
persistencia,Persistence
sugestibilidad,Suggestibility
trois,Folie
hermoso,Beautiful
desagradable,Ugly
descuidado,untidy
desarreglado,untidy
desaliñada,untidy
limpio,Well-tended
prolijo,Verbiose
colorido,Colorful
apariencia,Colorful
exótica,Colorful
alboroto,Adolescent
emotividad,Emotivity
inmadurez,Emotional
hiperemotividad,Hyperemotivity
hipoemotividad,Hypoemotivity
impulsividad,Impulsive
apropiado,Appropriate
hiperafectividad,Hyperaffectivity
hipoafectividad,Hypoaffectivity
inapropiado,Inappropriate
jocosidad,Inappropriate
inapropiada,Inappropriate
embotado,Blunt
embotamiento,AFFECT
restringido,restrict
constreñido,Restricted
agradable,Pleasurable
eutímico,Euthymic
disforia,Dysphoria
hiperirritabilidad,Hyperirritability
preocupación,Preoccupation
desafectado,Detached
indiferencia,Detached
aprensión,apprehension
aprehensivo,apprehension
desánimo,Dispiritment
sentimiento,feel
hiposensibilidad,Hyposensitivity
júbilo,Elated
elación,Elated
expansivo,Elated
exaltación,Exaltation
mezcladas,Ambivalent
ambivalencia,Ambivalent
inseguridad,Insecurity
desmoralización,Demoralization
enamoramiento,Infatuation
encaprichamiento,Infatuation
[dup],Normal
inmadura,Immature
extraña,Abnormal
crueldad,Cruelty
cruel,Cruel
redirigida,Redirected
recelo,Suspiciousness
sospechosa,Suspiciousness
destructivo,Destructive
destructividad,Destructive
impropia,Odd
sociopatía,Sociopathy
falsificación,Falsification
ofensiva,Offensive
reforzada,Reinforced
agresiva,Aggressive
topetadas,but
suprayacente,Overlying
sumisa,Submissive
psíquico,Psychic
extrapsíquico,Extrapsychic
intrapsíquico,Intrapsychic
rabietas,tantrum
berrinche,tantrum
berrinches,tantrum
rivalidad,Sibling
bradicinesia,Bradykinesia
deambular,wander
vagabundeo,wander
vagabundear,wander
excitación,Excite
frenesí,Frenzy
hipercinético,Hyperkinetic
hiperquinético,Hyperkinetic
manierismo,Mannerism
afectación,Mannerism
palicinesa,Palikinesia
palicinesia,Palikinesia
paliquinesa,Palikinesia
pensée,Tic
carfología,Carphology
crocidismo,Carphology
flocilación,Carphology
girar,Twirling
chasquear,Finger-flicking
hurgar,Blindism
hurgarse,Blindism
morderse,Bites self
frotarse,Tail-rubbing
enrollar,Tongue-rolling
fleece-pulling,Wool-picking
arrancamiento,Wool-picking
wind-sucking,Wind-sucking
morder,Bar-biting
musitación,Mussitation
lamedura,Flank
lamerse,Foot
catatónico,Catatonic
mitmachen,Mitmachen
cerea,Waxy
flexibilitas,Waxy
flexibilidad,Pliability
ecopraxia,Echopraxia
"automatismo,",Command
obediente,Command
vigilambulismo,Vigilambulism
compulsión,OCD
ninfomanía,Nymphomania
satiriasis,satyriasis
ritual,Ritual
onicotilomanía,Onychotillomania
queilofagia,bite lip
morsicatio,cheek
buccarum,cheek
mejillas,cheek
palingrafía,Palingraphia
palifrasia,Paliphrasia
palinfrasia,Paliphrasia
lógico,Logical
ilógico,illogical
autista,Autistic
mágico,Magical
concreto,Concrete
incoherencia,Incoherence
incoherente,Incoherent
glosolalia,Glossolalia
jerga,Glossolalia
ininteligible,Glossolalia
neologismo,Neologism
palabras,Word
ensalada,Salad
circunstancialidad,Tangentiality
perseveración,Perseveration
palinopsia,palinopsia
palinoacusia,Palinacousia
irrelevante,Irrelevant
sequiturs,Non
conclusión,Non
errónea,Non
ideas,ideation
sobrevaluada,Overvalued
autóctono,Autochthonous
autóctona,Autochthonous
delusoria,Delusional
nihilismo,Nihilism
nihilista,Nihilism
fregoli,Fregoli
grandiosidad,Inflated self-esteem
autoacusación,Delusion
culpabilidad,Delusion
alejamiento,Thought
desaparición,Thought
pensamientos,Thought
pornografomanía,Pornographomania
erotografomanía,Erotographomania
pseudología,Pseudologia
fantástica,Pseudologia
tendencia,Trend
egomanía,Egomania
megalomanía,Egomania
monomanía,Monomania
obsesión,Obsession
obsesiones,Obsession
noesis,Noesis
mystica,Unio
mística,Unio
acrofobia,Acrophobia
algofobia,fear pain
xenofobia,Xenophobia
ciesiofobia,Cyesiophobia
cancerofobia,Ca phobia
acarofobia,Acaraphobia
bromhidrosifobia,Bromidrosiphobia
zoofobia,Zoophobia
verborrea,Catalogia
catalogia,Catalogia
latencia,Speech
presionada,Pressured
volubilidad,Volubility
exagerada,Volubility
afrasia,Aphrasia
parafrasia,Paraphrasia
disprosodia,Dysprosody
aprosodia,Aprosody
lalación,lall
[x]lalación,lall
ceceo,lisp
cecear,lisp
sigmatismo,lisp
coprolalia,Coprolalia
insultos,swear
discurso,Speech observable
obsceno,swear
denominación,Naming
circunlocución,Circumlocution
estereotipadas,Stock
frases,phrase
prosodia,Prosody
trance,Trance
mimesis,Mimesis
dismegalopsia,Dysmegalopsia
distorsionada,Dysmegalopsia
desrealización,Derealization
quejas,COMPLAINT
somáticos,COMPLAINT
seudoalucinación,Pseudohallucination
pseudoalucinación,Pseudohallucination
alucinaciones,Functional
extracampina,Extracampine
extracampinas,Extracampine
extracámpicas,Extracampine
autoscópica,Autoscopic
alucinatoria,Hallucinatory
micropsia,Micropsia
macropsia,Macropsia
hipnagógica,Hypnagogic
somática,Somatic
sinestesia,SYNSTH
sinestesialgia,Synesthesialgia
álgica,Synesthesialgia
(órdenes),Command
palinmnesia,Palinmnesis
palinmnesis,Palinmnesis
remota,Palinmnesis
anterógrada,Antegrade
paramnesia,Paramnesia
confabulación,Confabulation
entendu,Déjà
pensé,Déjà
pensado,Déjà
jamais,Jamais
hipermnesia,Hypermnesia
eidéticas,Eidetic
genio,Genius
(c.i.....),Genius
intelectual,Intellectual
insight,Insight
autocomprensión,Insight
acatamatesia,Akatamathesia
comprender,Akatamathesia
acatonoesis,Akatonoesis
intuición,Intuition
torpeza,Clumsiness
inflexible,Rigid
agresivo-pasivo,Passive
narcicista,Narcissism
egosintónica,Ego-syntonic
evidente,Compulsive
seudohomosexualidad,Pseudohomosexuality
pseudohomosexualidad,Pseudohomosexuality
seudohomosexual,Pseudohomosexuality
prepubertad,Prepuberty
prepuberal,Pre-pubertal
virginal,Non-virginal
feminidad,Femininity
femineidad,Femininity
hiposexualidad,Hyposexuality
electra,Electra
autoexploración,Genital
peotilomanía,Peotillomania
pseudomasturbación,Peotillomania
desnudez,Nudity
sobrexposición,Sexual
ensoñación,Erotic
acariciar,Petting
besar,kiss
chupar,Suck
succionar,suck
lamer,lick
pseudopolución,Pseudoemission
pseudoeyaculación,Pseudoemission
vulvoclitorídea,Vulvoclitoral
automanipulatoria,Automanipulatory
heteromanipulatoria,Heteromanipulatory
pornográfica,Pornographic
homoerotismo,Juvenile
desfloración,defloration
seudodesfloración,Pseudodefloration
pseudodesfloración,Pseudodefloration
marimachismo,Idiopathic
agresividad,Sexual
deshonestos,Sexual
posrapto,Status
seducción,Seduction
incestuoso,Incestuous
autoerotismo,Auto-erotism
aloerotismo,Allo-erotism
clitoridiana,Clitoral
erótico,Erotic
precoital,Precoital
fellatio,Fellatio
cunnilingus,Cunnilingus
cunnilinctio,Cunnilingus
orogenital,Oral-genital
bucogenital,Oral-genital
inadecuación,Sexual
bigamia,Bigamy
circunstancial,Circumstantial
fornicación,Fornication
utiliza,Vaginal
somatofuncional,Somatofunctional
absoluta,Absolute
psicogénica,Psychogenic
seudoimpotencia,Pseudoimpotence
pseudoimpotencia,Pseudoimpotence
anorgasmia,Anorgasmia
seudofrigidez,Pseudofrigidity
pseudofrigidez,Pseudofrigidity
erotismo,Erotism
hipererotismo,Female
promiscuidad,Promiscuity
venal,Venal
sedado,sedate
tranquilo,Quiet
intramenstrual,Coitus
coital,Coital
excoito,Excoito
